timestamp,tweet_text,all_hashtags,target
2022-03-05 20:52:09+00:00,b'Vibhavari should stop sleeping while singing \xf0\x9f\x98\xb4  #ilayaraja #DubaiExpo',"['#ilayaraja', 'DubaiExpo']",-1
2022-03-01 13:48:02+00:00,b'Supernatural stories need supernatural music and who better than Raja to score? An interesting indian adaptation gave us an unforgettable album . (1/2) #ilayaraja #EndrendrumRaja https://t.co/4lbHDPz2nN',"['#ilayaraja', 'EndrendrumRaja']",1
2022-03-05 15:40:05+00:00,b'Tomorrow Movies On @GeminiTV   #Raaja 8:30am #RED 12PM #AAkasameneehaadura 3pm World Television Premiere #Rajavikramarka 6pm #bengaltiger 9:30pm https://t.co/6lR8b3VNmI',"['Raaja', 'RED', 'AAkasameneehaadura', 'Rajavikramarka', 'bengaltiger']",0
2022-02-21 17:33:07+00:00,b'Omg......!!!!!!\xf0\x9f\x98\xb1 \xf0\x9f\x94\xa5Breathless singing \xf0\x9f\x94\xa5 .  .  @shreyaghoshal  .  .  Shreyaghoshal x Expo2020 .  .  .  \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbbQUEENIE YOU ARE EXCELLENT \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb .  .  .  #ShreyaGhoshal #Meredholnasun #Expo2020 #Teamshreya #Sgfamily #Sgians  https://t.co/vsU372fhCL https://t.co/ESpchQec3U',"['ShreyaGhoshal', 'Meredholnasun', 'Expo2020', 'Teamshreya', 'Sgfamily', 'Sgians']",1
2022-02-26 17:43:29+00:00,"b""\xe2\x9c\xa8Awwe\xf0\x9f\x99\x88 shreya di you're Amazing\xe2\x9c\xa8\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 .  @shreyaghoshal  .  Shreyaghoshal x Expo2020  #ShreyaGhoshal  #Expo2020 what a live performance queenie \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x92\x83\xf0\x9f\x8f\xbb\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 #Sgfamilya  #Teamshreya #Sgians https://t.co/VsRZHjPDIj""","['ShreyaGhoshal', 'Expo2020', 'Sgfamilya', 'Teamshreya', 'Sgians']",1
2022-03-06 18:50:21+00:00,b'@ilaiyaraaja @arrahman legends forever. #Ilaiyaraaja #ilaiyaraja #ilayaraja #ARRahman https://t.co/uk2Fqawswb',"['Ilaiyaraaja', 'ilaiyaraja', '#ilayaraja', 'ARRahman']",1
2022-02-27 11:55:01+00:00,b'@dusky_drone RFAK \xe2\x9d\xa4\xef\xb8\x8f',[],0
2022-02-24 12:14:22+00:00,"b'Ecstatic music,Spiritual journey breathtaking from an uneen world, Migration to Heaven,with this devotional beauty Without return!    @SamiYusuf \xe2\x80\x98Beyond the Stars\xe2\x80\x99 live performance at the EXPO2020 DUBAI  #Expo2020Dubai https://t.co/uZJz7Qobws'",['Expo2020Dubai'],1
2022-02-20 05:20:57+00:31,b'People littering at jubilee stage after the concert. very untidy and unacceptable behaviour from people',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-02-23 18:51:29+00:00,"b'#TheMeeting What kind of magical exists in this instrumental art of music? Supreme piece! Divine, passionate, exquisite, spiritual beauty! @SamiYusuf Divinely amazing! Love this\xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbe\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x8c\x9f#SamiYusuf #BeyondTheStars #Expo2020 #YouTube (https://t.co/9bhRRs2oKy) https://t.co/sUBMlctcrS'","['TheMeeting', 'SamiYusuf', 'BeyondTheStars', 'Expo2020', 'YouTube']",1
2022-03-08 16:12:19+00:00,"b""The international star will take to @expo2020dubai's Jubilee Stage on March 10. @marshmellomusic  https://t.co/qBXASCpgt0""",[],1
2022-02-25 17:47:30+00:00,b'DHAMAKA: @saieemmanjrekar\xe2\x80\x99s electrifying performance on #MunniBadnaamHui at #DabanggTheTourReloaded.  @expo2020dubai #Expo2020 #Dubai @BToSproductions @theJAEvents @SohailKhan #dubaiexpo2020 #salmankhan #sonakshisinha #dishapatani #poojahegde #saieemanjrekar #gururandhawa https://t.co/WP4bnlTUeh',"['MunniBadnaamHui', 'DabanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'sonakshisinha', 'dishapatani', 'poojahegde', 'saieemanjrekar', 'gururandhawa']",1
2022-02-24 16:45:38+00:00,"b'Your music, melody and play you  in my heart is a different pulse, my creative and radiant star\xf0\x9f\x99\x8f\xf0\x9f\x92\x9e\xe2\x9c\xa8 ""The Meeting ""\xf0\x9f\x8e\xb6 @SamiYusuf #samiyusuf #Expo2020 https://t.co/6aVwxpiecm'","['samiyusuf', 'Expo2020']",1
2022-03-01 17:49:49+00:00,b'i can go from eminem to weeknd to #ilayaraja to santosh narayan to shawn mendes to taylor swift to lana del rey to anirudh &amp; come back to ariana https://t.co/fRz7oZxor3',[],1
2022-02-21 10:29:37+00:00,"b'expo2020 dubai was @shreyaghoshal \xe2\x80\x99s first public concert after two years, and more than 15,000 people were there, she\xe2\x80\x99s certainly the most loved and celebrated indian artist.. her power is just insane wow https://t.co/ljinmFHTvj'",[],1
2022-02-26 03:12:57+00:00,b'And @ManishPaul03 starts the #DabanggTheTourReloaded show with his dhamakedar performance.  @expo2020dubai #Expo2020 #Dubai @SohailKhan @AsliSona @DishaPatani @hegdepooja @saieemmanjrekar @TheBushraMahdi #dubaiexpo2020 #salmankhan #manieshpaul https://t.co/sU8U1aVhGL',"['DabanggTheTourReloaded', 'Expo2020', 'Dubai', 'dubaiexpo2020', 'salmankhan', 'manieshpaul']",1
2022-02-20 05:20:57+00:02,b'horrible experience very crowded no space to breathe. felt max claustrophobic',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
2022-02-25 03:44:22+00:00,b'Best Pics on Internet Today \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d  Last Night #SalmanKhan\xf0\x93\x83\xb5 khan with his nephew and niece Ahil and Ayaat during rehearsals for Dabangg Tour \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x8d  #Expo2020  https://t.co/0eXYSF3dNz https://t.co/LxHpyElctF',"['SalmanKhan𓃵', 'Expo2020']",0
2022-03-04 16:47:32+00:00,b'34 Years for this Classic. #MegastarChiranjeevi #ilayaraja &amp; #KBalaChandar #RudraVeena  #GeminiGanesh #GaneshPatro #PawanKalyan #NagaBabu #34YearsForRudraveena https://t.co/BX82XQu58E',"['MegastarChiranjeevi', '#ilayaraja', 'KBalaChandar', 'RudraVeena', 'GeminiGanesh', 'GaneshPatro', 'PawanKalyan', 'NagaBabu', '34YearsForRudraveena']",1
2022-03-07 12:14:45+00:00,b'@IshaSacredWalks Why Ramana. How well-being ? There are two significant devotees. Mooji and #ilayaraja guru of A.R Rehman. This is the land built by Sages and seers. Their consciousness was such like that. People naturally realised. This is how life should be. This helped people to evolve.',[],0
2022-02-26 05:39:44+00:00,b'.@BeingSalmanKhan and @DishPatani  perform on #SeetiMaar song at #DabanggTheTourReloaded ...\xf0\x9f\x92\x96\xf0\x9f\x94\xa5  #SalmanKhan #SalmanKhan\xf0\x93\x83\xb5 #DishaPatani #Expo2020 #Dubai #DubaiExpo2020 #Expo2020Dubai https://t.co/5gxCyPKKur',"['SeetiMaar', 'DabanggTheTourReloaded', 'SalmanKhan', 'SalmanKhan𓃵', 'DishaPatani', 'Expo2020', 'Dubai', 'DubaiExpo2020', 'Expo2020Dubai']",0
2022-02-25 19:41:24+00:00,b'His smile \xe2\x9d\xa4\xef\xb8\x8f  #SalmanKhan #Expo2020 https://t.co/K3XwZdz5GA',"['SalmanKhan', 'Expo2020']",1
2022-03-05 13:59:17+00:00,b'This is probably a brilliant demo from #ilayaraja on how to make a song magical both with percussion and without. A rare masterpiece with the caressing voice of @KSChithra making our evening better. #rockwithraja #endrendrumraja https://t.co/1p2FcmSVLh',"['#ilayaraja', 'rockwithraja', 'endrendrumraja']",1
2022-02-20 03:35:41+00:00,"b'Hi Love \xe2\x99\xa5\xef\xb8\x8f @shreyaghoshal how are you feeling today after doing a rocking concert yesterday ?  - Hum toh bohot kush hain ,We saw you to smile heartily ,dance ,talk and sing after a long time \xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x94\xa5\xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f  LOVE YOU \xf0\x9f\x92\x93  #ShreyaGhoshalLiveInDubai  Shreya Ghoshal At Expo2020 https://t.co/EgYRvO5039'",['ShreyaGhoshalLiveInDubai'],1
2022-03-03 16:37:08+00:00,"b'#IR_Hit_History Added 4 hits from honest rAj (though I heard these only in recent times).  Next poll for \'kaNmaNi\' with that sweet ""udal thazhuva thazhuva"" song! Heard it for Pulavar thread recently!  https://t.co/Tf1aGZQzfd  @sicmafia @mayilSK @vrsaran @rmdeva @anbu_r0 @vbss75'",['IR_Hit_History'],1
2022-02-20 05:20:57+00:05,b'the area was dreadful there was no place. max crowd',"['Dubai', 'DECArena', 'DubaiExpo', 'Expo2020', 'Dubai', 'ArabicKuthu', 'AnirudhRavichander', 'ani']",-1
